Sample;Year;DY;Tree;RF;CZ;EZ;WZ;MZ;PR;Site;Species
1;2012;127;1;1;6;0;0;0;52;north;PCAB
1;2012;127;1;2;5;0;0;0;50;north;PCAB
1;2012;127;1;3;6;0;0;0;48;north;PCAB
2;2012;138;1;1;7;0;0;0;41;north;PCAB
2;2012;138;1;2;7;0;0;0;41;north;PCAB
2;2012;138;1;3;7;0;0;0;41;north;PCAB
3;2012;149;1;1;8;9;0;0;78;north;PCAB
3;2012;149;1;2;10;9;0;0;78;north;PCAB
3;2012;149;1;3;10;13;0;0;78;north;PCAB
4;2012;158;1;1;14;11;0;0;65;north;PCAB
4;2012;158;1;2;12;11;0;0;65;north;PCAB
4;2012;158;1;3;11;11;0;0;65;north;PCAB
5;2012;167;1;1;13;8;0;0;74;north;PCAB
5;2012;167;1;2;11;7;0;0;74;north;PCAB
5;2012;167;1;3;13;10;0;0;74;north;PCAB
6;2012;177;1;1;12;12;16;0;74;north;PCAB
6;2012;177;1;2;14;12;20;0;74;north;PCAB
6;2012;177;1;3;11;13;16;0;74;north;PCAB
7;2012;187;1;1;10;15;21;7;74;north;PCAB
7;2012;187;1;2;10;13;24;8;74;north;PCAB
7;2012;187;1;3;17;14;23;7;74;north;PCAB
8;2012;193;1;1;12;9;29;20;63;north;PCAB
8;2012;193;1;2;11;12;25;20;61;north;PCAB
8;2012;193;1;3;14;12;23;16;64;north;PCAB
9;2012;201;1;1;11;9;21;19;65;north;PCAB
9;2012;201;1;2;10;11;18;25;65;north;PCAB
9;2012;201;1;3;16;9;22;22;65;north;PCAB
10;2012;207;1;1;9;11;23;35;67;north;PCAB
10;2012;207;1;2;10;10;25;28;71;north;PCAB
10;2012;207;1;3;10;11;23;34;71;north;PCAB
11;2012;222;1;1;6;7;15;59;80;north;PCAB
11;2012;222;1;2;9;3;21;46;80;north;PCAB
11;2012;222;1;3;8;4;19;46;80;north;PCAB
12;2012;230;1;1;7;3;10;55;74;north;PCAB
12;2012;230;1;2;6;6;15;60;74;north;PCAB
12;2012;230;1;3;6;7;18;50;74;north;PCAB
13;2012;239;1;1;5;0;14;61;74;north;PCAB
13;2012;239;1;2;5;0;16;50;74;north;PCAB
13;2012;239;1;3;6;0;15;60;74;north;PCAB
14;2012;249;1;1;5;0;4;65;64;north;PCAB
14;2012;249;1;2;6;0;3;71;65;north;PCAB
14;2012;249;1;3;7;0;3;69;71;north;PCAB
15;2012;259;1;1;8;0;7;71;65;north;PCAB
15;2012;259;1;2;8;0;7;71;65;north;PCAB
15;2012;259;1;3;8;0;8;76;65;north;PCAB
16;2012;268;1;1;7;0;6;94;65;north;PCAB
16;2012;268;1;2;7;0;6;104;65;north;PCAB
16;2012;268;1;3;8;0;6;91;65;north;PCAB
17;2012;270;1;1;7;0;0;75;65;north;PCAB
17;2012;270;1;2;7;0;0;75;65;north;PCAB
17;2012;270;1;3;8;0;0;75;65;north;PCAB
1;2012;127;2;1;6;0;0;0;26;north;PCAB
1;2012;127;2;2;6;0;0;0;26;north;PCAB
1;2012;127;2;3;6;0;0;0;29;north;PCAB
2;2012;138;2;1;7;0;0;0;55;north;PCAB
2;2012;138;2;2;6;0;0;0;55;north;PCAB
2;2012;138;2;3;6;0;0;0;55;north;PCAB
3;2012;149;2;1;11;5;0;0;44;north;PCAB
3;2012;149;2;2;11;5;0;0;40;north;PCAB
3;2012;149;2;3;10;6;0;0;43;north;PCAB
4;2012;158;2;1;11;14;6;0;68;north;PCAB
4;2012;158;2;2;6;12;6;0;68;north;PCAB
4;2012;158;2;3;9;12;7;0;68;north;PCAB
5;2012;167;2;1;9;5;4;0;46;north;PCAB
5;2012;167;2;2;9;5;4;0;48;north;PCAB
5;2012;167;2;3;9;5;5;0;50;north;PCAB
6;2012;177;2;1;9;7;13;3;56;north;PCAB
6;2012;177;2;2;7;8;14;2;56;north;PCAB
6;2012;177;2;3;8;6;13;1;56;north;PCAB
7;2012;187;2;1;10;8;13;12;54;north;PCAB
7;2012;187;2;2;13;8;14;12;54;north;PCAB
7;2012;187;2;3;13;9;13;12;54;north;PCAB
8;2012;193;2;1;9;10;20;18;50;north;PCAB
8;2012;193;2;2;;;;;;north;PCAB
8;2012;193;2;3;;;;;;north;PCAB
9;2012;201;2;1;8;10;33;28;52;north;PCAB
9;2012;201;2;2;10;13;28;24;52;north;PCAB
9;2012;201;2;3;10;13;30;32;52;north;PCAB
10;2012;207;2;1;9;9;24;30;56;north;PCAB
10;2012;207;2;2;14;8;29;27;56;north;PCAB
10;2012;207;2;3;12;9;21;33;56;north;PCAB
11;2012;222;2;1;8;2;11;25;55;north;PCAB
11;2012;222;2;2;7;3;14;30;56;north;PCAB
11;2012;222;2;3;7;2;14;28;60;north;PCAB
12;2012;230;2;1;7;1;14;51;58;north;PCAB
12;2012;230;2;2;8;1;17;51;58;north;PCAB
12;2012;230;2;3;6;2;20;43;58;north;PCAB
13;2012;239;2;1;6;0;20;48;55;north;PCAB
13;2012;239;2;2;;;;;;north;PCAB
13;2012;239;2;3;;;;;;north;PCAB
14;2012;249;2;1;8;0;18;55;53;north;PCAB
14;2012;249;2;2;8;0;20;56;53;north;PCAB
14;2012;249;2;3;8;0;19;54;53;north;PCAB
15;2012;259;2;1;9;0;3;55;55;north;PCAB
15;2012;259;2;2;9;0;1;56;55;north;PCAB
15;2012;259;2;3;9;0;1;54;55;north;PCAB
16;2012;268;2;1;6;0;5;61;53;north;PCAB
16;2012;268;2;2;7;0;5;61;53;north;PCAB
16;2012;268;2;3;6;0;4;61;53;north;PCAB
17;2012;270;2;1;6;0;0;61;55;north;PCAB
17;2012;270;2;2;7;0;0;61;55;north;PCAB
17;2012;270;2;3;6;0;0;61;55;north;PCAB
1;2012;127;3;1;5;0;0;0;69;north;PCAB
1;2012;127;3;2;6;0;0;0;69;north;PCAB
1;2012;127;3;3;5;0;0;0;69;north;PCAB
2;2012;138;3;1;8;0;0;0;73;north;PCAB
2;2012;138;3;2;6;0;0;0;73;north;PCAB
2;2012;138;3;3;6;0;0;0;73;north;PCAB
3;2012;149;3;1;10;9;0;0;80;north;PCAB
3;2012;149;3;2;9;8;0;0;80;north;PCAB
3;2012;149;3;3;10;8;0;0;80;north;PCAB
4;2012;158;3;1;8;18;0;0;68;north;PCAB
4;2012;158;3;2;9;14;0;0;68;north;PCAB
4;2012;158;3;3;9;16;0;0;68;north;PCAB
5;2012;167;3;1;18;8;9;1;77;north;PCAB
5;2012;167;3;2;16;9;11;1;77;north;PCAB
5;2012;167;3;3;17;11;6;0;77;north;PCAB
6;2012;177;3;1;7;13;17;3;80;north;PCAB
6;2012;177;3;2;7;10;18;2;80;north;PCAB
6;2012;177;3;3;7;14;18;1;80;north;PCAB
7;2012;187;3;1;6;10;16;12;72;north;PCAB
7;2012;187;3;2;6;13;16;13;72;north;PCAB
7;2012;187;3;3;6;13;20;15;72;north;PCAB
8;2012;193;3;1;9;17;14;19;73;north;PCAB
8;2012;193;3;2;13;15;20;15;73;north;PCAB
8;2012;193;3;3;8;18;13;19;73;north;PCAB
9;2012;201;3;1;13;11;24;22;73;north;PCAB
9;2012;201;3;2;18;11;30;25;73;north;PCAB
9;2012;201;3;3;12;12;32;21;73;north;PCAB
10;2012;207;3;1;7;5;24;42;55;north;PCAB
10;2012;207;3;2;5;5;33;33;55;north;PCAB
10;2012;207;3;3;7;7;20;34;55;north;PCAB
11;2012;222;3;1;6;5;32;54;78;north;PCAB
11;2012;222;3;2;8;5;31;50;78;north;PCAB
11;2012;222;3;3;8;3;38;48;78;north;PCAB
12;2012;230;3;1;6;5;23;55;73;north;PCAB
12;2012;230;3;2;8;6;22;56;73;north;PCAB
12;2012;230;3;3;9;4;21;57;73;north;PCAB
13;2012;239;3;1;5;0;21;59;75;north;PCAB
13;2012;239;3;2;5;0;18;59;75;north;PCAB
13;2012;239;3;3;4;1;20;59;75;north;PCAB
14;2012;249;3;1;6;0;21;58;74;north;PCAB
14;2012;249;3;2;4;1;20;57;74;north;PCAB
14;2012;249;3;3;7;1;19;63;74;north;PCAB
15;2012;259;3;1;6;0;14;62;75;north;PCAB
15;2012;259;3;2;5;0;10;62;75;north;PCAB
15;2012;259;3;3;6;0;11;62;75;north;PCAB
16;2012;268;3;1;6;0;1;92;76;north;PCAB
16;2012;268;3;2;8;0;2;93;76;north;PCAB
16;2012;268;3;3;8;0;1;93;76;north;PCAB
17;2012;270;3;1;6;0;0;92;76;north;PCAB
17;2012;270;3;2;8;0;0;93;76;north;PCAB
17;2012;270;3;3;8;0;0;93;76;north;PCAB
1;2012;127;4;1;6;0;0;0;32;north;PCAB
1;2012;127;4;2;6;0;0;0;32;north;PCAB
1;2012;127;4;3;6;0;0;0;32;north;PCAB
2;2012;138;4;1;11;2;0;0;33;north;PCAB
2;2012;138;4;2;10;1;0;0;30;north;PCAB
2;2012;138;4;3;10;3;0;0;28;north;PCAB
3;2012;149;4;1;11;2;0;0;26;north;PCAB
3;2012;149;4;2;10;1;0;0;24;north;PCAB
3;2012;149;4;3;11;1;0;0;26;north;PCAB
4;2012;158;4;1;10;8;0;0;26;north;PCAB
4;2012;158;4;2;10;9;0;0;26;north;PCAB
4;2012;158;4;3;11;9;0;0;26;north;PCAB
5;2012;167;4;1;5;11;3;0;28;north;PCAB
5;2012;167;4;2;8;10;3;0;28;north;PCAB
5;2012;167;4;3;6;6;3;0;28;north;PCAB
6;2012;177;4;1;8;6;10;0;31;north;PCAB
6;2012;177;4;2;8;5;9;0;31;north;PCAB
6;2012;177;4;3;8;6;9;1;28;north;PCAB
7;2012;187;4;1;6;6;10;5;33;north;PCAB
7;2012;187;4;2;9;7;11;4;33;north;PCAB
7;2012;187;4;3;8;5;8;4;33;north;PCAB
8;2012;193;4;1;6;9;10;8;30;north;PCAB
8;2012;193;4;2;7;8;12;6;30;north;PCAB
8;2012;193;4;3;6;7;14;4;30;north;PCAB
9;2012;201;4;1;9;7;9;12;30;north;PCAB
9;2012;201;4;2;9;7;11;9;30;north;PCAB
9;2012;201;4;3;9;6;10;15;30;north;PCAB
10;2012;207;4;1;6;6;12;15;38;north;PCAB
10;2012;207;4;2;7;7;11;14;38;north;PCAB
10;2012;207;4;3;7;6;13;13;38;north;PCAB
11;2012;222;4;1;7;3;13;20;30;north;PCAB
11;2012;222;4;2;7;2;15;21;30;north;PCAB
11;2012;222;4;3;8;3;13;20;31;north;PCAB
12;2012;230;4;1;6;1;21;21;31;north;PCAB
12;2012;230;4;2;4;0;23;21;31;north;PCAB
12;2012;230;4;3;5;1;25;21;31;north;PCAB
13;2012;239;4;1;5;0;12;24;33;north;PCAB
13;2012;239;4;2;5;0;14;22;33;north;PCAB
13;2012;239;4;3;4;0;13;21;33;north;PCAB
14;2012;249;4;1;5;0;13;34;37;north;PCAB
14;2012;249;4;2;4;0;18;32;37;north;PCAB
14;2012;249;4;3;5;0;15;35;37;north;PCAB
15;2012;259;4;1;6;0;0;45;34;north;PCAB
15;2012;259;4;2;5;0;0;41;34;north;PCAB
15;2012;259;4;3;5;0;1;45;34;north;PCAB
16;2012;268;4;1;7;0;0;26;19;north;PCAB
16;2012;268;4;2;7;0;0;29;21;north;PCAB
16;2012;268;4;3;8;0;0;28;19;north;PCAB
17;2012;270;4;1;7;0;0;26;19;north;PCAB
17;2012;270;4;2;7;0;0;29;21;north;PCAB
17;2012;270;4;3;8;0;0;28;19;north;PCAB
1;2012;127;5;1;5;0;0;0;15;north;PCAB
1;2012;127;5;2;4;0;0;0;16;north;PCAB
1;2012;127;5;3;5;0;0;0;17;north;PCAB
2;2012;138;5;1;;0;0;0;22;north;PCAB
2;2012;138;5;2;;;;;;north;PCAB
2;2012;138;5;3;;;;;;north;PCAB
3;2012;149;5;1;10;11;0;0;27;north;PCAB
3;2012;149;5;2;12;10;0;0;27;north;PCAB
3;2012;149;5;3;11;11;0;0;27;north;PCAB
4;2012;158;5;1;9;8;0;0;20;north;PCAB
4;2012;158;5;2;10;8;0;0;20;north;PCAB
4;2012;158;5;3;11;8;0;0;20;north;PCAB
5;2012;167;5;1;8;7;3;0;26;north;PCAB
5;2012;167;5;2;9;7;5;0;26;north;PCAB
5;2012;167;5;3;7;11;4;0;26;north;PCAB
6;2012;177;5;1;11;3;10;1;26;north;PCAB
6;2012;177;5;2;10;3;11;2;28;north;PCAB
6;2012;177;5;3;12;4;11;2;29;north;PCAB
7;2012;187;5;1;4;7;11;5;22;north;PCAB
7;2012;187;5;2;5;9;12;2;22;north;PCAB
7;2012;187;5;3;5;6;15;3;22;north;PCAB
8;2012;193;5;1;7;5;9;8;25;north;PCAB
8;2012;193;5;2;8;5;8;9;25;north;PCAB
8;2012;193;5;3;9;5;9;8;25;north;PCAB
9;2012;201;5;1;10;5;9;13;27;north;PCAB
9;2012;201;5;2;8;6;8;12;27;north;PCAB
9;2012;201;5;3;9;5;9;12;29;north;PCAB
10;2012;207;5;1;6;1;11;8;26;north;PCAB
10;2012;207;5;2;7;1;11;7;26;north;PCAB
10;2012;207;5;3;6;1;12;9;26;north;PCAB
11;2012;222;5;1;4;0;10;13;27;north;PCAB
11;2012;222;5;2;6;0;9;12;27;north;PCAB
11;2012;222;5;3;5;0;9;14;27;north;PCAB
12;2012;230;5;1;6;0;8;15;27;north;PCAB
12;2012;230;5;2;6;0;7;15;27;north;PCAB
12;2012;230;5;3;7;0;6;14;27;north;PCAB
13;2012;239;5;1;7;0;7;18;26;north;PCAB
13;2012;239;5;2;4;0;12;21;26;north;PCAB
13;2012;239;5;3;6;0;8;20;26;north;PCAB
14;2012;249;5;1;5;0;5;28;33;north;PCAB
14;2012;249;5;2;6;0;6;29;33;north;PCAB
14;2012;249;5;3;4;0;6;23;33;north;PCAB
15;2012;259;5;1;8;0;0;25;33;north;PCAB
15;2012;259;5;2;8;0;0;21;33;north;PCAB
15;2012;259;5;3;8;0;0;24;33;north;PCAB
16;2012;268;5;1;5;0;0;17;14;north;PCAB
16;2012;268;5;2;5;0;0;17;13;north;PCAB
16;2012;268;5;3;5;0;0;15;13;north;PCAB
17;2012;270;5;1;5;0;0;17;14;north;PCAB
17;2012;270;5;2;5;0;0;18;14;north;PCAB
17;2012;270;5;3;5;0;0;18;14;north;PCAB
1;2012;127;6;1;5;0;0;0;16;north;PCAB
1;2012;127;6;2;5;0;0;0;17;north;PCAB
1;2012;127;6;3;4;0;0;0;17;north;PCAB
2;2012;138;6;1;2;2;0;0;18;north;PCAB
2;2012;138;6;2;2;2;0;0;18;north;PCAB
2;2012;138;6;3;2;1;0;0;18;north;PCAB
3;2012;149;6;1;5;2;0;0;14;north;PCAB
3;2012;149;6;2;6;1;0;0;14;north;PCAB
3;2012;149;6;3;6;1;0;0;14;north;PCAB
4;2012;158;6;1;7;3;0;0;14;north;PCAB
4;2012;158;6;2;7;2;0;0;14;north;PCAB
4;2012;158;6;3;7;3;0;0;14;north;PCAB
5;2012;167;6;1;6;5;0;0;14;north;PCAB
5;2012;167;6;2;7;6;0;0;14;north;PCAB
5;2012;167;6;3;6;4;0;0;14;north;PCAB
6;2012;177;6;1;5;5;2;1;15;north;PCAB
6;2012;177;6;2;4;5;3;0;15;north;PCAB
6;2012;177;6;3;6;5;2;1;15;north;PCAB
7;2012;187;6;1;8;5;4;1;14;north;PCAB
7;2012;187;6;2;7;4;4;1;14;north;PCAB
7;2012;187;6;3;9;4;4;1;14;north;PCAB
8;2012;193;6;1;7;6;7;1;16;north;PCAB
8;2012;193;6;2;7;6;7;1;16;north;PCAB
8;2012;193;6;3;5;7;8;2;16;north;PCAB
9;2012;201;6;1;7;2;9;7;17;north;PCAB
9;2012;201;6;2;8;3;9;7;16;north;PCAB
9;2012;201;6;3;9;2;10;6;18;north;PCAB
10;2012;207;6;1;5;2;8;9;16;north;PCAB
10;2012;207;6;2;6;1;12;8;16;north;PCAB
10;2012;207;6;3;5;1;11;9;16;north;PCAB
11;2012;222;6;1;4;1;13;13;20;north;PCAB
11;2012;222;6;2;2;1;12;14;20;north;PCAB
11;2012;222;6;3;5;0;17;12;20;north;PCAB
12;2012;230;6;1;6;0;12;8;17;north;PCAB
12;2012;230;6;2;6;0;11;9;17;north;PCAB
12;2012;230;6;3;5;0;11;12;17;north;PCAB
13;2012;239;6;1;5;0;12;17;13;north;PCAB
13;2012;239;6;2;6;0;8;17;13;north;PCAB
13;2012;239;6;3;4;1;11;16;13;north;PCAB
14;2012;249;6;1;4;0;7;26;14;north;PCAB
14;2012;249;6;2;5;0;6;21;14;north;PCAB
14;2012;249;6;3;6;0;6;28;14;north;PCAB
15;2012;259;6;1;4;0;0;35;18;north;PCAB
15;2012;259;6;2;4;0;0;33;18;north;PCAB
15;2012;259;6;3;4;0;0;30;18;north;PCAB
16;2012;268;6;1;5;0;0;35;18;north;PCAB
16;2012;268;6;2;5;0;0;33;18;north;PCAB
16;2012;268;6;3;6;0;0;30;18;north;PCAB
17;2012;270;6;1;5;0;0;33;21;north;PCAB
17;2012;270;6;2;5;0;0;30;21;north;PCAB
17;2012;270;6;3;6;0;0;30;21;north;PCAB
1;2012;117;1;1;4;0;0;0;16;south;PCAB
1;2012;117;1;2;4;0;0;0;16;south;PCAB
1;2012;117;1;3;4;0;0;0;16;south;PCAB
2;2012;127;1;1;4;0;0;0;20;south;PCAB
2;2012;127;1;2;3;0;0;0;20;south;PCAB
2;2012;127;1;3;4;0;0;0;20;south;PCAB
3;2012;138;1;1;6;2;0;0;17;south;PCAB
3;2012;138;1;2;6;1;0;0;17;south;PCAB
3;2012;138;1;3;7;3;0;0;16;south;PCAB
4;2012;149;1;1;8;2;0;0;19;south;PCAB
4;2012;149;1;2;8;2;0;0;18;south;PCAB
4;2012;149;1;3;9;2;0;0;17;south;PCAB
5;2012;158;1;1;6;5;0;0;16;south;PCAB
5;2012;158;1;2;7;7;0;0;16;south;PCAB
5;2012;158;1;3;6;5;0;0;16;south;PCAB
6;2012;167;1;1;10;5;0;0;18;south;PCAB
6;2012;167;1;2;9;4;0;0;18;south;PCAB
6;2012;167;1;3;9;4;0;0;20;south;PCAB
7;2012;177;1;1;9;3;7;0;22;south;PCAB
7;2012;177;1;2;9;3;6;0;22;south;PCAB
7;2012;177;1;3;8;8;5;1;22;south;PCAB
8;2012;187;1;1;5;3;5;1;17;south;PCAB
8;2012;187;1;2;8;3;8;2;17;south;PCAB
8;2012;187;1;3;5;3;8;1;17;south;PCAB
9;2012;193;1;1;7;5;8;1;20;south;PCAB
9;2012;193;1;2;5;5;6;3;20;south;PCAB
9;2012;193;1;3;5;4;9;2;20;south;PCAB
10;2012;201;1;1;10;5;6;7;18;south;PCAB
10;2012;201;1;2;10;5;6;9;18;south;PCAB
10;2012;201;1;3;11;4;5;8;18;south;PCAB
11;2012;207;1;1;8;1;7;11;19;south;PCAB
11;2012;207;1;2;7;1;9;9;20;south;PCAB
11;2012;207;1;3;7;3;6;10;20;south;PCAB
12;2012;222;1;1;6;0;16;10;18;south;PCAB
12;2012;222;1;2;5;0;13;8;18;south;PCAB
12;2012;222;1;3;5;0;10;12;18;south;PCAB
13;2012;230;1;1;5;1;16;11;19;south;PCAB
13;2012;230;1;2;5;0;13;10;19;south;PCAB
13;2012;230;1;3;5;1;12;10;19;south;PCAB
14;2012;239;1;1;7;1;10;17;18;south;PCAB
14;2012;239;1;2;7;0;11;15;18;south;PCAB
14;2012;239;1;3;5;1;10;16;18;south;PCAB
15;2012;249;1;1;7;0;10;19;19;south;PCAB
15;2012;249;1;2;7;0;12;18;19;south;PCAB
15;2012;249;1;3;6;0;10;17;19;south;PCAB
16;2012;259;1;1;6;0;0;18;13;south;PCAB
16;2012;259;1;2;5;0;0;18;13;south;PCAB
16;2012;259;1;3;4;0;0;21;13;south;PCAB
17;2012;268;1;1;6;0;1;20;18;south;PCAB
17;2012;268;1;2;6;0;0;23;18;south;PCAB
17;2012;268;1;3;5;0;0;25;17;south;PCAB
1;2012;117;2;1;7;0;0;0;49;south;PCAB
1;2012;117;2;2;8;0;0;0;49;south;PCAB
1;2012;117;2;3;7;0;0;0;49;south;PCAB
2;2012;127;2;1;7;0;0;0;52;south;PCAB
2;2012;127;2;2;8;0;0;0;52;south;PCAB
2;2012;127;2;3;6;1;0;0;52;south;PCAB
3;2012;138;2;1;8;2;0;0;60;south;PCAB
3;2012;138;2;2;7;1;0;0;60;south;PCAB
3;2012;138;2;3;11;1;0;0;60;south;PCAB
4;2012;149;2;1;14;2;0;0;40;south;PCAB
4;2012;149;2;2;14;2;0;0;38;south;PCAB
4;2012;149;2;3;15;3;0;0;42;south;PCAB
5;2012;158;2;1;13;4;0;0;43;south;PCAB
5;2012;158;2;2;14;4;0;0;43;south;PCAB
5;2012;158;2;3;14;4;0;0;43;south;PCAB
6;2012;167;2;1;14;6;0;0;48;south;PCAB
6;2012;167;2;2;10;9;0;0;55;south;PCAB
6;2012;167;2;3;11;9;0;0;48;south;PCAB
7;2012;177;2;1;12;10;14;2;55;south;PCAB
7;2012;177;2;2;14;6;14;1;55;south;PCAB
7;2012;177;2;3;12;10;12;1;55;south;PCAB
8;2012;187;2;1;16;7;13;12;57;south;PCAB
8;2012;187;2;2;14;12;13;10;57;south;PCAB
8;2012;187;2;3;15;7;13;13;57;south;PCAB
9;2012;193;2;1;14;9;13;15;56;south;PCAB
9;2012;193;2;2;12;9;15;12;56;south;PCAB
9;2012;193;2;3;13;10;15;14;56;south;PCAB
10;2012;201;2;1;12;10;21;16;56;south;PCAB
10;2012;201;2;2;11;10;27;10;56;south;PCAB
10;2012;201;2;3;14;11;26;12;56;south;PCAB
11;2012;207;2;1;12;7;11;17;56;south;PCAB
11;2012;207;2;2;7;8;10;17;56;south;PCAB
11;2012;207;2;3;11;10;13;22;56;south;PCAB
12;2012;222;2;1;7;1;19;24;56;south;PCAB
12;2012;222;2;2;6;2;19;21;56;south;PCAB
12;2012;222;2;3;4;1;15;27;56;south;PCAB
13;2012;230;2;1;6;4;9;42;53;south;PCAB
13;2012;230;2;2;4;4;10;40;53;south;PCAB
13;2012;230;2;3;6;4;15;35;53;south;PCAB
14;2012;239;2;1;6;2;10;30;55;south;PCAB
14;2012;239;2;2;;;;;;south;PCAB
14;2012;239;2;3;;;;;;south;PCAB
15;2012;249;2;1;7;0;7;71;55;south;PCAB
15;2012;249;2;2;7;0;9;58;55;south;PCAB
15;2012;249;2;3;5;0;9;66;55;south;PCAB
16;2012;259;2;1;6;0;8;62;55;south;PCAB
16;2012;259;2;2;6;0;8;59;55;south;PCAB
16;2012;259;2;3;6;0;9;58;55;south;PCAB
17;2012;268;2;1;6;0;0;37;29;south;PCAB
17;2012;268;2;2;6;0;0;37;28;south;PCAB
17;2012;268;2;3;6;0;0;36;29;south;PCAB
1;2012;117;3;1;4;0;0;0;41;south;PCAB
1;2012;117;3;2;5;0;0;0;41;south;PCAB
1;2012;117;3;3;6;0;0;0;41;south;PCAB
2;2012;127;3;1;4;0;0;0;45;south;PCAB
2;2012;127;3;2;5;0;0;0;45;south;PCAB
2;2012;127;3;3;6;0;0;0;45;south;PCAB
3;2012;138;3;1;8;2;0;0;48;south;PCAB
3;2012;138;3;2;8;2;0;0;48;south;PCAB
3;2012;138;3;3;8;2;0;0;48;south;PCAB
4;2012;149;3;1;10;9;0;0;48;south;PCAB
4;2012;149;3;2;9;12;0;0;48;south;PCAB
4;2012;149;3;3;10;9;0;0;48;south;PCAB
5;2012;158;3;1;11;9;6;0;47;south;PCAB
5;2012;158;3;2;9;9;4;0;50;south;PCAB
5;2012;158;3;3;9;9;5;0;50;south;PCAB
6;2012;167;3;1;12;10;5;0;46;south;PCAB
6;2012;167;3;2;12;9;9;0;43;south;PCAB
6;2012;167;3;3;13;9;5;0;43;south;PCAB
7;2012;177;3;1;12;10;6;2;50;south;PCAB
7;2012;177;3;2;13;10;9;3;50;south;PCAB
7;2012;177;3;3;14;12;7;3;50;south;PCAB
8;2012;187;3;1;13;10;14;5;51;south;PCAB
8;2012;187;3;2;8;14;12;5;51;south;PCAB
8;2012;187;3;3;12;10;14;6;51;south;PCAB
9;2012;193;3;1;8;8;16;6;50;south;PCAB
9;2012;193;3;2;9;6;20;6;50;south;PCAB
9;2012;193;3;3;8;6;21;5;50;south;PCAB
10;2012;201;3;1;7;8;20;7;47;south;PCAB
10;2012;201;3;2;8;8;20;12;47;south;PCAB
10;2012;201;3;3;9;9;23;8;47;south;PCAB
11;2012;207;3;1;7;5;20;10;55;south;PCAB
11;2012;207;3;2;5;5;22;10;55;south;PCAB
11;2012;207;3;3;7;7;20;11;55;south;PCAB
12;2012;222;3;1;8;2;12;13;27;south;PCAB
12;2012;222;3;2;8;2;14;14;27;south;PCAB
12;2012;222;3;3;7;2;9;21;26;south;PCAB
13;2012;230;3;1;7;0;8;18;28;south;PCAB
13;2012;230;3;2;6;0;11;21;31;south;PCAB
13;2012;230;3;3;7;0;11;16;27;south;PCAB
14;2012;239;3;1;7;1;17;35;49;south;PCAB
14;2012;239;3;2;6;1;16;35;49;south;PCAB
14;2012;239;3;3;6;0;19;43;49;south;PCAB
15;2012;249;3;1;5;0;6;41;40;south;PCAB
15;2012;249;3;2;4;0;8;35;40;south;PCAB
15;2012;249;3;3;5;0;7;46;40;south;PCAB
16;2012;259;3;1;6;0;11;40;54;south;PCAB
16;2012;259;3;2;6;0;13;34;54;south;PCAB
16;2012;259;3;3;5;0;13;38;54;south;PCAB
17;2012;268;3;1;6;0;5;37;49;south;PCAB
17;2012;268;3;2;7;0;2;38;42;south;PCAB
17;2012;268;3;3;6;0;3;39;48;south;PCAB
1;2012;117;4;1;5;0;0;0;34;south;PCAB
1;2012;117;4;2;5;0;0;0;34;south;PCAB
1;2012;117;4;3;5;0;0;0;34;south;PCAB
2;2012;127;4;1;4;0;0;0;24;south;PCAB
2;2012;127;4;2;4;0;0;0;24;south;PCAB
2;2012;127;4;3;5;0;0;0;24;south;PCAB
3;2012;138;4;1;6;6;0;0;31;south;PCAB
3;2012;138;4;2;10;3;0;0;31;south;PCAB
3;2012;138;4;3;11;2;0;0;31;south;PCAB
4;2012;149;4;1;9;5;0;0;32;south;PCAB
4;2012;149;4;2;10;6;0;0;32;south;PCAB
4;2012;149;4;3;9;5;0;0;32;south;PCAB
5;2012;158;4;1;7;7;0;0;33;south;PCAB
5;2012;158;4;2;7;6;0;0;33;south;PCAB
5;2012;158;4;3;6;6;0;0;33;south;PCAB
6;2012;167;4;1;6;9;4;0;34;south;PCAB
6;2012;167;4;2;8;11;4;0;34;south;PCAB
6;2012;167;4;3;8;8;3;0;34;south;PCAB
7;2012;177;4;1;11;10;18;5;34;south;PCAB
7;2012;177;4;2;10;12;15;2;34;south;PCAB
7;2012;177;4;3;10;9;14;5;34;south;PCAB
8;2012;187;4;1;10;6;21;3;40;south;PCAB
8;2012;187;4;2;13;8;22;4;40;south;PCAB
8;2012;187;4;3;10;5;18;1;40;south;PCAB
9;2012;193;4;1;7;8;13;3;28;south;PCAB
9;2012;193;4;2;7;7;15;5;28;south;PCAB
9;2012;193;4;3;7;7;15;4;28;south;PCAB
10;2012;201;4;1;8;10;23;5;33;south;PCAB
10;2012;201;4;2;11;8;22;3;33;south;PCAB
10;2012;201;4;3;6;10;13;5;33;south;PCAB
11;2012;207;4;1;6;6;21;6;38;south;PCAB
11;2012;207;4;2;7;7;21;6;38;south;PCAB
11;2012;207;4;3;7;6;18;8;38;south;PCAB
12;2012;222;4;1;2;3;11;9;31;south;PCAB
12;2012;222;4;2;5;3;14;11;31;south;PCAB
12;2012;222;4;3;4;3;14;11;31;south;PCAB
13;2012;230;4;1;6;0;14;13;28;south;PCAB
13;2012;230;4;2;6;1;17;13;28;south;PCAB
13;2012;230;4;3;6;0;9;14;28;south;PCAB
14;2012;239;4;1;7;1;12;18;29;south;PCAB
